sample	raw_reads	passed_fastp	failed_fastp	mature_miRNA_mapped	hairpin_miRNA_mapped	RNAcentral_matched	candidate_shortRNA	mature_hairpin_unmapped	not_tRNA	tRNA_matched	cell_type	replicate
hsa-miR-4791				8564.0							hsa-miR-4791	
hsa-miR-4793-3p				14061.0							hsa-miR-4793-3p	
hsa-miR-4793-5p				12513.0							hsa-miR-4793-5p	
hsa-miR-4794				1490.0							hsa-miR-4794	
hsa-miR-4795-3p				1028.0							hsa-miR-4795-3p	
hsa-miR-4795-5p				700.0							hsa-miR-4795-5p	
hsa-miR-4796-3p				1611.0							hsa-miR-4796-3p	
hsa-miR-4796-5p				941.0							hsa-miR-4796-5p	
hsa-miR-4797-3p				5138.0							hsa-miR-4797-3p	
hsa-miR-4797-5p				998.0							hsa-miR-4797-5p	
hsa-miR-4798-3p				595.0							hsa-miR-4798-3p	
hsa-miR-4798-5p				484.0							hsa-miR-4798-5p	
hsa-miR-4799-3p				296.0							hsa-miR-4799-3p	
hsa-miR-4799-5p				442.0							hsa-miR-4799-5p	
hsa-miR-4800-3p				4753.0							hsa-miR-4800-3p	
hsa-miR-4800-5p				3364.0							hsa-miR-4800-5p	
hsa-miR-4801				1315.0							hsa-miR-4801	
hsa-miR-4802-3p				1888.0							hsa-miR-4802-3p	
hsa-miR-4802-5p				2485.0							hsa-miR-4802-5p	
hsa-miR-4803				509.0							hsa-miR-4803	
hsa-miR-4804-3p				1585.0							hsa-miR-4804-3p	
hsa-miR-4804-5p				493.0							hsa-miR-4804-5p	
hsa-miR-483-3p				3580.0							hsa-miR-483-3p	
hsa-miR-483-5p				5655.0							hsa-miR-483-5p	
hsa-miR-484				51177.0							hsa-miR-484	
hsa-miR-485-3p				2282.0							hsa-miR-485-3p	
hsa-miR-485-5p				51240.0							hsa-miR-485-5p	
hsa-miR-486-3p				29940.0							hsa-miR-486-3p	
hsa-miR-486-5p				32154.0							hsa-miR-486-5p	
hsa-miR-487a-3p				7379.0							hsa-miR-487a-3p	
hsa-miR-487a-5p				1084.0							hsa-miR-487a-5p	
hsa-miR-487b-3p				1636.0							hsa-miR-487b-3p	
hsa-miR-487b-5p				2190.0							hsa-miR-487b-5p	
hsa-miR-488-3p				933.0							hsa-miR-488-3p	
hsa-miR-488-5p				1089.0							hsa-miR-488-5p	
hsa-miR-489-3p				1209.0							hsa-miR-489-3p	
hsa-miR-489-5p				1578.0							hsa-miR-489-5p	
hsa-miR-490-3p				4533.0							hsa-miR-490-3p	
hsa-miR-490-5p				1558.0							hsa-miR-490-5p	
hsa-miR-491-3p				547.0							hsa-miR-491-3p	
hsa-miR-491-5p				2244.0							hsa-miR-491-5p	
hsa-miR-492				9451.0							hsa-miR-492	
hsa-miR-493-3p				1198.0							hsa-miR-493-3p	
hsa-miR-493-5p				2967.0							hsa-miR-493-5p	
hsa-miR-494-3p				1092.0							hsa-miR-494-3p	
hsa-miR-494-5p				1130.0							hsa-miR-494-5p	
hsa-miR-495-3p				973.0							hsa-miR-495-3p	
hsa-miR-495-5p				546.0							hsa-miR-495-5p	
hsa-miR-496				1205.0							hsa-miR-496	
hsa-miR-497-3p				5123.0							hsa-miR-497-3p	
hsa-miR-497-5p				7035.0							hsa-miR-497-5p	
hsa-miR-498-3p				3497.0							hsa-miR-498-3p	
hsa-miR-498-5p				2099.0							hsa-miR-498-5p	
hsa-miR-4999-3p				1004.0							hsa-miR-4999-3p	
hsa-miR-4999-5p				1680.0							hsa-miR-4999-5p	
hsa-miR-499a-3p				79472.0							hsa-miR-499a-3p	
hsa-miR-499a-5p				9403.0							hsa-miR-499a-5p	
hsa-miR-499b-3p				6808.0							hsa-miR-499b-3p	
hsa-miR-499b-5p				81857.0							hsa-miR-499b-5p	
hsa-miR-5000-3p				11688.0							hsa-miR-5000-3p	
hsa-miR-5000-5p				2112.0							hsa-miR-5000-5p	
hsa-miR-5001-3p				3331.0							hsa-miR-5001-3p	
hsa-miR-5001-5p				9638.0							hsa-miR-5001-5p	
hsa-miR-5002-3p				4201.0							hsa-miR-5002-3p	
hsa-miR-5002-5p				72069.0							hsa-miR-5002-5p	
hsa-miR-5003-3p				1582.0							hsa-miR-5003-3p	
hsa-miR-5003-5p				1041.0							hsa-miR-5003-5p	
hsa-miR-5004-3p				3265.0							hsa-miR-5004-3p	
hsa-miR-5004-5p				1927.0							hsa-miR-5004-5p	
hsa-miR-5006-3p				2033.0							hsa-miR-5006-3p	
hsa-miR-5006-5p				5479.0							hsa-miR-5006-5p	
hsa-miR-5007-3p				807.0							hsa-miR-5007-3p	
hsa-miR-5007-5p				33528.0							hsa-miR-5007-5p	
hsa-miR-5008-3p				7885.0							hsa-miR-5008-3p	
hsa-miR-5008-5p				2284.0							hsa-miR-5008-5p	
hsa-miR-5009-3p				6420.0							hsa-miR-5009-3p	
hsa-miR-5009-5p				11828.0							hsa-miR-5009-5p	
hsa-miR-500a-3p				19612.0							hsa-miR-500a-3p	
hsa-miR-500a-5p				124582.0							hsa-miR-500a-5p	
hsa-miR-500b-3p				2079.0							hsa-miR-500b-3p	
hsa-miR-500b-5p				123244.0							hsa-miR-500b-5p	
hsa-miR-501-3p				15785.0							hsa-miR-501-3p	
hsa-miR-501-5p				3243.0							hsa-miR-501-5p	
hsa-miR-5010-3p				3462.0							hsa-miR-5010-3p	
hsa-miR-5010-5p				5838.0							hsa-miR-5010-5p	
hsa-miR-5011-3p				778.0							hsa-miR-5011-3p	
hsa-miR-5011-5p				1000.0							hsa-miR-5011-5p	
hsa-miR-502-3p				20039.0							hsa-miR-502-3p	
hsa-miR-502-5p				1689.0							hsa-miR-502-5p	
hsa-miR-503-3p				3043.0							hsa-miR-503-3p	
hsa-miR-503-5p				8275.0							hsa-miR-503-5p	
hsa-miR-504-3p				4060.0							hsa-miR-504-3p	
hsa-miR-504-5p				7456.0							hsa-miR-504-5p	
hsa-miR-5047				2559.0							hsa-miR-5047	
hsa-miR-505-3p				35234.0							hsa-miR-505-3p	
hsa-miR-505-5p				4341.0							hsa-miR-505-5p	
hsa-miR-506-3p				41119.0							hsa-miR-506-3p	
hsa-miR-506-5p				924.0							hsa-miR-506-5p	
hsa-miR-507				423.0							hsa-miR-507	
hsa-miR-508-3p				2108.0							hsa-miR-508-3p	
hsa-miR-508-5p				4258.0							hsa-miR-508-5p	
hsa-miR-5087				4496.0							hsa-miR-5087	
hsa-miR-5088-3p				5736.0							hsa-miR-5088-3p	
hsa-miR-5088-5p				7075.0							hsa-miR-5088-5p	
hsa-miR-5089-3p				3894.0							hsa-miR-5089-3p	
hsa-miR-5089-5p				31599.0							hsa-miR-5089-5p	
hsa-miR-509-3-5p				4244.0							hsa-miR-509-3-5p	
hsa-miR-509-3p				3807.0							hsa-miR-509-3p	
hsa-miR-509-5p				1821.0							hsa-miR-509-5p	
hsa-miR-5090				2364.0							hsa-miR-5090	
hsa-miR-5091				3488.0							hsa-miR-5091	
hsa-miR-5092				1703.0							hsa-miR-5092	
hsa-miR-5093				8379.0							hsa-miR-5093	
hsa-miR-5094				1090.0							hsa-miR-5094	
hsa-miR-510-3p				1702.0							hsa-miR-510-3p	
hsa-miR-510-5p				1514.0							hsa-miR-510-5p	
hsa-miR-5100				7381.0							hsa-miR-5100	
hsa-miR-511-3p				467.0							hsa-miR-511-3p	
hsa-miR-511-5p				27657.0							hsa-miR-511-5p	
hsa-miR-512-3p				14718.0							hsa-miR-512-3p	
hsa-miR-512-5p				3745.0							hsa-miR-512-5p	
hsa-miR-513a-3p				8379.0							hsa-miR-513a-3p	
hsa-miR-513a-5p				723.0							hsa-miR-513a-5p	
hsa-miR-513b-3p				568.0							hsa-miR-513b-3p	
hsa-miR-513b-5p				747.0							hsa-miR-513b-5p	
hsa-miR-513c-3p				9643.0							hsa-miR-513c-3p	
hsa-miR-513c-5p				1179.0							hsa-miR-513c-5p	
hsa-miR-514a-3p				4318.0							hsa-miR-514a-3p	
hsa-miR-514a-5p				3933.0							hsa-miR-514a-5p	
hsa-miR-514b-3p				1743.0							hsa-miR-514b-3p	
hsa-miR-514b-5p				2827.0							hsa-miR-514b-5p	
hsa-miR-515-3p				1237.0							hsa-miR-515-3p	
hsa-miR-515-5p				2114.0							hsa-miR-515-5p	
hsa-miR-516a-3p				1655.0							hsa-miR-516a-3p	
hsa-miR-516a-5p				930.0							hsa-miR-516a-5p	
hsa-miR-516b-3p				1655.0							hsa-miR-516b-3p	
hsa-miR-516b-5p				1021.0							hsa-miR-516b-5p	
hsa-miR-517-5p				764.0							hsa-miR-517-5p	
hsa-miR-517a-3p				1371.0							hsa-miR-517a-3p	
hsa-miR-517b-3p				1371.0							hsa-miR-517b-3p	
hsa-miR-517c-3p				1281.0							hsa-miR-517c-3p	
hsa-miR-5186				2321.0							hsa-miR-5186	
hsa-miR-5187-3p				1011.0							hsa-miR-5187-3p	
hsa-miR-5187-5p				1746.0							hsa-miR-5187-5p	
hsa-miR-5188				29607.0							hsa-miR-5188	
hsa-miR-5189-3p				7481.0							hsa-miR-5189-3p	
hsa-miR-5189-5p				6800.0							hsa-miR-5189-5p	
hsa-miR-518a-3p				668.0							hsa-miR-518a-3p	
hsa-miR-518a-5p				1358.0							hsa-miR-518a-5p	
hsa-miR-518b				2589.0							hsa-miR-518b	
hsa-miR-518c-3p				755.0							hsa-miR-518c-3p	
hsa-miR-518c-5p				1487.0							hsa-miR-518c-5p	
hsa-miR-518d-3p				623.0							hsa-miR-518d-3p	
hsa-miR-518d-5p				672.0							hsa-miR-518d-5p	
hsa-miR-518e-3p				8488.0							hsa-miR-518e-3p	
hsa-miR-518e-5p				813.0							hsa-miR-518e-5p	
hsa-miR-518f-3p				980.0							hsa-miR-518f-3p	
hsa-miR-518f-5p				492.0							hsa-miR-518f-5p	
hsa-miR-5190				20881.0							hsa-miR-5190	
hsa-miR-5191				974.0							hsa-miR-5191	
hsa-miR-5192				1173.0							hsa-miR-5192	
hsa-miR-5193				8796.0							hsa-miR-5193	
hsa-miR-5194				1590.0							hsa-miR-5194	
hsa-miR-5195-3p				68967.0							hsa-miR-5195-3p	
hsa-miR-5195-5p				2204.0							hsa-miR-5195-5p	
hsa-miR-5196-3p				13263.0							hsa-miR-5196-3p	
hsa-miR-5196-5p				11981.0							hsa-miR-5196-5p	
hsa-miR-5197-3p				3638.0							hsa-miR-5197-3p	
hsa-miR-5197-5p				978.0							hsa-miR-5197-5p	
hsa-miR-519a-2-5p				1532.0							hsa-miR-519a-2-5p	
hsa-miR-519a-3p				1212.0							hsa-miR-519a-3p	
hsa-miR-519a-5p				816.0							hsa-miR-519a-5p	
hsa-miR-519b-3p				899.0							hsa-miR-519b-3p	
hsa-miR-519b-5p				815.0							hsa-miR-519b-5p	
hsa-miR-519c-3p				1059.0							hsa-miR-519c-3p	
hsa-miR-519c-5p				813.0							hsa-miR-519c-5p	
hsa-miR-519d-3p				896.0							hsa-miR-519d-3p	
hsa-miR-519d-5p				984.0							hsa-miR-519d-5p	
hsa-miR-519e-3p				1092.0							hsa-miR-519e-3p	
hsa-miR-519e-5p				854.0							hsa-miR-519e-5p	
hsa-miR-520a-3p				714.0							hsa-miR-520a-3p	
hsa-miR-520a-5p				1571.0							hsa-miR-520a-5p	
hsa-miR-520b-3p				348.0							hsa-miR-520b-3p	
hsa-miR-520b-5p				1532.0							hsa-miR-520b-5p	
hsa-miR-520c-3p				447.0							hsa-miR-520c-3p	
hsa-miR-520c-5p				672.0							hsa-miR-520c-5p	
hsa-miR-520d-3p				1123.0							hsa-miR-520d-3p	
hsa-miR-520d-5p				1360.0							hsa-miR-520d-5p	
hsa-miR-520e-3p				437.0							hsa-miR-520e-3p	
hsa-miR-520e-5p				611.0							hsa-miR-520e-5p	
hsa-miR-520f-3p				477.0							hsa-miR-520f-3p	
hsa-miR-520f-5p				864.0							hsa-miR-520f-5p	
hsa-miR-520g-3p				385.0							hsa-miR-520g-3p	
hsa-miR-520g-5p				1660.0							hsa-miR-520g-5p	
hsa-miR-520h				231.0							hsa-miR-520h	
hsa-miR-521				794.0							hsa-miR-521	
hsa-miR-522-3p				1792.0							hsa-miR-522-3p	
hsa-miR-522-5p				814.0							hsa-miR-522-5p	
hsa-miR-523-3p				777.0							hsa-miR-523-3p	
hsa-miR-523-5p				814.0							hsa-miR-523-5p	
hsa-miR-524-3p				732.0							hsa-miR-524-3p	
hsa-miR-524-5p				329.0							hsa-miR-524-5p	
hsa-miR-525-3p				3495.0							hsa-miR-525-3p	
hsa-miR-525-5p				1029.0							hsa-miR-525-5p	
hsa-miR-526a-3p				640.0							hsa-miR-526a-3p	
hsa-miR-526a-5p				672.0							hsa-miR-526a-5p	
hsa-miR-526b-3p				410.0							hsa-miR-526b-3p	
hsa-miR-526b-5p				1603.0							hsa-miR-526b-5p	
hsa-miR-527				1358.0							hsa-miR-527	
hsa-miR-532-3p				5553.0							hsa-miR-532-3p	
hsa-miR-532-5p				48229.0							hsa-miR-532-5p	
hsa-miR-539-3p				725.0							hsa-miR-539-3p	
hsa-miR-539-5p				511.0							hsa-miR-539-5p	
hsa-miR-541-3p				1945.0							hsa-miR-541-3p	
hsa-miR-541-5p				29123.0							hsa-miR-541-5p	
hsa-miR-542-3p				8146.0							hsa-miR-542-3p	
hsa-miR-542-5p				7691.0							hsa-miR-542-5p	
hsa-miR-543				1695.0							hsa-miR-543	
hsa-miR-544a				332.0							hsa-miR-544a	
hsa-miR-544b				1224.0							hsa-miR-544b	
hsa-miR-545-3p				313.0							hsa-miR-545-3p	
hsa-miR-545-5p				357.0							hsa-miR-545-5p	
hsa-miR-548a-3p				1580.0							hsa-miR-548a-3p	
hsa-miR-548a-5p				205.0							hsa-miR-548a-5p	
hsa-miR-548aa				1935.0							hsa-miR-548aa	
hsa-miR-548ab				1834.0							hsa-miR-548ab	
hsa-miR-548ac				529.0							hsa-miR-548ac	
hsa-miR-548ad-3p				903.0							hsa-miR-548ad-3p	
hsa-miR-548ad-5p				2168.0							hsa-miR-548ad-5p	
hsa-miR-548ae-3p				517.0							hsa-miR-548ae-3p	
hsa-miR-548ae-5p				2168.0							hsa-miR-548ae-5p	
hsa-miR-548ag				1405.0							hsa-miR-548ag	
hsa-miR-548ah-3p				2215.0							hsa-miR-548ah-3p	
hsa-miR-548ah-5p				1194.0							hsa-miR-548ah-5p	
hsa-miR-548ai				795.0							hsa-miR-548ai	
hsa-miR-548aj-3p				581.0							hsa-miR-548aj-3p	
hsa-miR-548aj-5p				7431.0							hsa-miR-548aj-5p	
hsa-miR-548ak				7129.0							hsa-miR-548ak	
hsa-miR-548al				640.0							hsa-miR-548al	
hsa-miR-548am-3p				2037.0							hsa-miR-548am-3p	
hsa-miR-548am-5p				845.0							hsa-miR-548am-5p	
hsa-miR-548an				136407.0							hsa-miR-548an	
hsa-miR-548ao-3p				1911.0							hsa-miR-548ao-3p	
hsa-miR-548ao-5p				409.0							hsa-miR-548ao-5p	
hsa-miR-548ap-3p				677.0							hsa-miR-548ap-3p	
hsa-miR-548ap-5p				345.0							hsa-miR-548ap-5p	
hsa-miR-548aq-3p				7303.0							hsa-miR-548aq-3p	
hsa-miR-548aq-5p				1356.0							hsa-miR-548aq-5p	
hsa-miR-548ar-3p				641.0							hsa-miR-548ar-3p	
hsa-miR-548ar-5p				4968.0							hsa-miR-548ar-5p	
hsa-miR-548as-3p				15593.0							hsa-miR-548as-3p	
hsa-miR-548as-5p				1183.0							hsa-miR-548as-5p	
hsa-miR-548at-3p				722.0							hsa-miR-548at-3p	
hsa-miR-548at-5p				613.0							hsa-miR-548at-5p	
hsa-miR-548au-3p				409.0							hsa-miR-548au-3p	
hsa-miR-548au-5p				795.0							hsa-miR-548au-5p	
hsa-miR-548av-3p				818.0							hsa-miR-548av-3p	
hsa-miR-548av-5p				447.0							hsa-miR-548av-5p	
hsa-miR-548aw				10723.0							hsa-miR-548aw	
hsa-miR-548ax				345.0							hsa-miR-548ax	
hsa-miR-548ay-3p				1340.0							hsa-miR-548ay-3p	
hsa-miR-548ay-5p				2658.0							hsa-miR-548ay-5p	
hsa-miR-548az-3p				1883.0							hsa-miR-548az-3p	
hsa-miR-548az-5p				138792.0							hsa-miR-548az-5p	
hsa-miR-548b-3p				9899.0							hsa-miR-548b-3p	
hsa-miR-548b-5p				1149.0							hsa-miR-548b-5p	
hsa-miR-548ba				4139.0							hsa-miR-548ba	
hsa-miR-548bb-3p				555.0							hsa-miR-548bb-3p	
hsa-miR-548bb-5p				478.0							hsa-miR-548bb-5p	
hsa-miR-548bc				12663.0							hsa-miR-548bc	
hsa-miR-548c-3p				836.0							hsa-miR-548c-3p	
hsa-miR-548c-5p				844.0							hsa-miR-548c-5p	
hsa-miR-548d-3p				1952.0							hsa-miR-548d-3p	
hsa-miR-548d-5p				2905.0							hsa-miR-548d-5p	
hsa-miR-548e-3p				28652.0							hsa-miR-548e-3p	
hsa-miR-548e-5p				1377.0							hsa-miR-548e-5p	
hsa-miR-548f-3p				143.0							hsa-miR-548f-3p	
hsa-miR-548f-5p				13148.0							hsa-miR-548f-5p	
hsa-miR-548g-3p				317.0							hsa-miR-548g-3p	
hsa-miR-548g-5p				7431.0							hsa-miR-548g-5p	
hsa-miR-548h-3p				1705.0							hsa-miR-548h-3p	
hsa-miR-548h-5p				1120.0							hsa-miR-548h-5p	
hsa-miR-548i				578.0							hsa-miR-548i	
hsa-miR-548j-3p				725.0							hsa-miR-548j-3p	
hsa-miR-548j-5p				3619.0							hsa-miR-548j-5p	
hsa-miR-548k				6283.0							hsa-miR-548k	
hsa-miR-548l				1492.0							hsa-miR-548l	
hsa-miR-548m				3985.0							hsa-miR-548m	
hsa-miR-548n				2206.0							hsa-miR-548n	
hsa-miR-548o-3p				16442.0							hsa-miR-548o-3p	
hsa-miR-548o-5p				844.0							hsa-miR-548o-5p	
hsa-miR-548p				705.0							hsa-miR-548p	
hsa-miR-548q				811.0							hsa-miR-548q	
hsa-miR-548s				694.0							hsa-miR-548s	
hsa-miR-548t-3p				1935.0							hsa-miR-548t-3p	
hsa-miR-548t-5p				1494.0							hsa-miR-548t-5p	
hsa-miR-548u				1473.0							hsa-miR-548u	
hsa-miR-548v				728.0							hsa-miR-548v	
hsa-miR-548w				7340.0							hsa-miR-548w	
hsa-miR-548x-3p				371.0							hsa-miR-548x-3p	
hsa-miR-548x-5p				7431.0							hsa-miR-548x-5p	
hsa-miR-548y				3768.0							hsa-miR-548y	
hsa-miR-548z				1705.0							hsa-miR-548z	
hsa-miR-549a-3p				1341.0							hsa-miR-549a-3p	
hsa-miR-549a-5p				961.0							hsa-miR-549a-5p	
hsa-miR-550a-3-5p				30923.0							hsa-miR-550a-3-5p	
hsa-miR-550a-3p				31960.0							hsa-miR-550a-3p	
hsa-miR-550a-5p				31980.0							hsa-miR-550a-5p	
hsa-miR-550b-2-5p				31975.0							hsa-miR-550b-2-5p	
hsa-miR-550b-3p				30647.0							hsa-miR-550b-3p	
hsa-miR-551a				868.0							hsa-miR-551a	
hsa-miR-551b-3p				710.0							hsa-miR-551b-3p	
hsa-miR-551b-5p				2447.0							hsa-miR-551b-5p	
hsa-miR-552-3p				12431.0							hsa-miR-552-3p	
hsa-miR-552-5p				14313.0							hsa-miR-552-5p	
hsa-miR-553				923.0							hsa-miR-553	
hsa-miR-554				5992.0							hsa-miR-554	
hsa-miR-555				1109.0							hsa-miR-555	
hsa-miR-556-3p				549.0							hsa-miR-556-3p	
hsa-miR-556-5p				3643.0							hsa-miR-556-5p	
hsa-miR-557				4212.0							hsa-miR-557	
hsa-miR-5571-3p				3204.0							hsa-miR-5571-3p	
hsa-miR-5571-5p				2674.0							hsa-miR-5571-5p	
hsa-miR-5572				3927.0							hsa-miR-5572	
hsa-miR-5579-3p				682.0							hsa-miR-5579-3p	
hsa-miR-5579-5p				481.0							hsa-miR-5579-5p	
hsa-miR-558				5776.0							hsa-miR-558	
hsa-miR-5580-3p				1081.0							hsa-miR-5580-3p	
hsa-miR-5580-5p				497.0							hsa-miR-5580-5p	
hsa-miR-5581-3p				1070.0							hsa-miR-5581-3p	
hsa-miR-5581-5p				1179.0							hsa-miR-5581-5p	
hsa-miR-5582-3p				394.0							hsa-miR-5582-3p	
hsa-miR-5582-5p				287.0							hsa-miR-5582-5p	
hsa-miR-5583-3p				238.0							hsa-miR-5583-3p	
hsa-miR-5583-5p				346.0							hsa-miR-5583-5p	
hsa-miR-5584-3p				2736.0							hsa-miR-5584-3p	
hsa-miR-5584-5p				1560.0							hsa-miR-5584-5p	
hsa-miR-5585-3p				17697.0							hsa-miR-5585-3p	
hsa-miR-5585-5p				7912.0							hsa-miR-5585-5p	
hsa-miR-5586-3p				1327.0							hsa-miR-5586-3p	
hsa-miR-5586-5p				406.0							hsa-miR-5586-5p	
hsa-miR-5587-3p				4231.0							hsa-miR-5587-3p	
hsa-miR-5587-5p				3097.0							hsa-miR-5587-5p	
hsa-miR-5588-3p				988.0							hsa-miR-5588-3p	
hsa-miR-5588-5p				1362.0							hsa-miR-5588-5p	
hsa-miR-5589-3p				5370.0							hsa-miR-5589-3p	
hsa-miR-5589-5p				2079.0							hsa-miR-5589-5p	
hsa-miR-559				179.0							hsa-miR-559	
hsa-miR-5590-3p				779.0							hsa-miR-5590-3p	
hsa-miR-5590-5p				609.0							hsa-miR-5590-5p	
hsa-miR-5591-3p				1058.0							hsa-miR-5591-3p	
hsa-miR-5591-5p				1058.0							hsa-miR-5591-5p	
hsa-miR-561-3p				572.0							hsa-miR-561-3p	
hsa-miR-561-5p				2991.0							hsa-miR-561-5p	
hsa-miR-562				1176.0							hsa-miR-562	
hsa-miR-563				363.0							hsa-miR-563	
hsa-miR-564				4990.0							hsa-miR-564	
hsa-miR-567				2969.0							hsa-miR-567	
hsa-miR-568				179.0							hsa-miR-568	
hsa-miR-5680				1466.0							hsa-miR-5680	
hsa-miR-5681a				1398.0							hsa-miR-5681a	
hsa-miR-5681b				1388.0							hsa-miR-5681b	
hsa-miR-5682				686.0							hsa-miR-5682	
hsa-miR-5683				3520.0							hsa-miR-5683	
hsa-miR-5684				13429.0							hsa-miR-5684	
hsa-miR-5685				3409.0							hsa-miR-5685	
hsa-miR-5687				1106.0							hsa-miR-5687	
hsa-miR-5688				14109.0							hsa-miR-5688	
hsa-miR-5689				3134.0							hsa-miR-5689	
hsa-miR-569				679.0							hsa-miR-569	
hsa-miR-5690				1494.0							hsa-miR-5690	
hsa-miR-5691				9931.0							hsa-miR-5691	
hsa-miR-5692a				784.0							hsa-miR-5692a	
hsa-miR-5692b				928.0							hsa-miR-5692b	
hsa-miR-5692c				1062.0							hsa-miR-5692c	
hsa-miR-5693				7367.0							hsa-miR-5693	
hsa-miR-5694				17017.0							hsa-miR-5694	
hsa-miR-5695				690.0							hsa-miR-5695	
hsa-miR-5696				15159.0							hsa-miR-5696	
hsa-miR-5697				551.0							hsa-miR-5697	
hsa-miR-5698				3202.0							hsa-miR-5698	
hsa-miR-5699-3p				795.0							hsa-miR-5699-3p	
hsa-miR-5699-5p				1384.0							hsa-miR-5699-5p	
hsa-miR-570-3p				1435.0							hsa-miR-570-3p	
hsa-miR-570-5p				795.0							hsa-miR-570-5p	
hsa-miR-5700				388.0							hsa-miR-5700	
hsa-miR-5701				20781.0							hsa-miR-5701	
hsa-miR-5702				1825.0							hsa-miR-5702	
hsa-miR-5703				3397.0							hsa-miR-5703	
hsa-miR-5704				13330.0							hsa-miR-5704	
hsa-miR-5705				15638.0							hsa-miR-5705	
hsa-miR-5706				795.0							hsa-miR-5706	
hsa-miR-5707				6606.0							hsa-miR-5707	
hsa-miR-5708				2421.0							hsa-miR-5708	
hsa-miR-571				8501.0							hsa-miR-571	
hsa-miR-572				9378.0							hsa-miR-572	
hsa-miR-573				3994.0							hsa-miR-573	
hsa-miR-5739				4336.0							hsa-miR-5739	
hsa-miR-574-3p				5549.0							hsa-miR-574-3p	
hsa-miR-574-5p				8833.0							hsa-miR-574-5p	
hsa-miR-575				6180.0							hsa-miR-575	
hsa-miR-576-3p				11177.0							hsa-miR-576-3p	
hsa-miR-576-5p				5230.0							hsa-miR-576-5p	
hsa-miR-577				831.0							hsa-miR-577	
hsa-miR-578				3973.0							hsa-miR-578	
hsa-miR-5787				14519.0							hsa-miR-5787	
hsa-miR-579-3p				660.0							hsa-miR-579-3p	
hsa-miR-579-5p				2014.0							hsa-miR-579-5p	
hsa-miR-580-3p				29242.0							hsa-miR-580-3p	
hsa-miR-580-5p				17076.0							hsa-miR-580-5p	
hsa-miR-581				1014.0							hsa-miR-581	
hsa-miR-582-3p				17552.0							hsa-miR-582-3p	
hsa-miR-582-5p				12264.0							hsa-miR-582-5p	
hsa-miR-583				1391.0							hsa-miR-583	
hsa-miR-584-3p				3277.0							hsa-miR-584-3p	
hsa-miR-584-5p				7757.0							hsa-miR-584-5p	
hsa-miR-585-3p				606.0							hsa-miR-585-3p	
hsa-miR-585-5p				1299.0							hsa-miR-585-5p	
hsa-miR-586				738.0							hsa-miR-586	
hsa-miR-587				2350.0							hsa-miR-587	
hsa-miR-588				838.0							hsa-miR-588	
hsa-miR-589-3p				6592.0							hsa-miR-589-3p	
hsa-miR-589-5p				7867.0							hsa-miR-589-5p	
hsa-miR-590-3p				28116.0							hsa-miR-590-3p	
hsa-miR-590-5p				56626.0							hsa-miR-590-5p	
hsa-miR-591				3556.0							hsa-miR-591	
hsa-miR-592				443.0							hsa-miR-592	
hsa-miR-593-3p				2821.0							hsa-miR-593-3p	
hsa-miR-593-5p				8995.0							hsa-miR-593-5p	
hsa-miR-595				1328.0							hsa-miR-595	
hsa-miR-596				15470.0							hsa-miR-596	
hsa-miR-597-3p				1690.0							hsa-miR-597-3p	
hsa-miR-597-5p				3244.0							hsa-miR-597-5p	
hsa-miR-598-3p				14075.0							hsa-miR-598-3p	
hsa-miR-598-5p				7300.0							hsa-miR-598-5p	
hsa-miR-599				1852.0							hsa-miR-599	
hsa-miR-600				1524.0							hsa-miR-600	
hsa-miR-601				13902.0							hsa-miR-601	
hsa-miR-602				10157.0							hsa-miR-602	
hsa-miR-603				379.0							hsa-miR-603	
hsa-miR-604				2255.0							hsa-miR-604	
hsa-miR-605-3p				2001.0							hsa-miR-605-3p	
hsa-miR-605-5p				1368.0							hsa-miR-605-5p	
hsa-miR-606				66290.0							hsa-miR-606	
hsa-miR-6068				6209.0							hsa-miR-6068	
hsa-miR-6069				4677.0							hsa-miR-6069	
hsa-miR-607				433.0							hsa-miR-607	
hsa-miR-6070				6071.0							hsa-miR-6070	
hsa-miR-6071				4945.0							hsa-miR-6071	
hsa-miR-6072				6955.0							hsa-miR-6072	
hsa-miR-6073				1327.0							hsa-miR-6073	
hsa-miR-6074				5307.0							hsa-miR-6074	
hsa-miR-6075				6313.0							hsa-miR-6075	
hsa-miR-6076				3392.0							hsa-miR-6076	
hsa-miR-6077				1753.0							hsa-miR-6077	
hsa-miR-6078				4958.0							hsa-miR-6078	
hsa-miR-6079				1898.0							hsa-miR-6079	
hsa-miR-608				5077.0							hsa-miR-608	
hsa-miR-6080				2589.0							hsa-miR-6080	
hsa-miR-6081				6224.0							hsa-miR-6081	
hsa-miR-6082				475.0							hsa-miR-6082	
hsa-miR-6083				5398.0							hsa-miR-6083	
hsa-miR-6084				3779.0							hsa-miR-6084	
hsa-miR-6085				23457.0							hsa-miR-6085	
hsa-miR-6086				2711.0							hsa-miR-6086	
hsa-miR-6088				6679.0							hsa-miR-6088	
hsa-miR-6089				55189.0							hsa-miR-6089	
hsa-miR-609				1409.0							hsa-miR-609	
hsa-miR-6090				10872.0							hsa-miR-6090	
hsa-miR-610				2456.0							hsa-miR-610	
hsa-miR-611				6423.0							hsa-miR-611	
hsa-miR-612				18070.0							hsa-miR-612	
hsa-miR-6124				4980.0							hsa-miR-6124	
